순번,기준년,기준월,상권코드,상권명,성별코드,성별,시간대코드,시간대,행정동코드,행정동명,유동인구수,시간당 평균 유동인구수,데이터생성일자
1221,2021,05월,3,롯데백화점 주변 상권,f,여성,1,출근,3017056000,괴정동,20215.39,10107.7,2022-11-15
1222,2021,05월,3,롯데백화점 주변 상권,m,남성,1,출근,3017056000,괴정동,21445.29,10722.65,2022-11-15
1223,2021,05월,3,롯데백화점 주변 상권,f,여성,2,주간,3017056000,괴정동,170717.82,18968.65,2022-11-15
1224,2021,05월,3,롯데백화점 주변 상권,m,남성,2,주간,3017056000,괴정동,158962.29,17662.48,2022-11-15
1225,2021,05월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017056000,괴정동,52012.23,26006.12,2022-11-15
1226,2021,05월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017056000,괴정동,53345.78,26672.89,2022-11-15
1227,2021,05월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017056000,괴정동,105973.24,26493.32,2022-11-15
1228,2021,05월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017056000,괴정동,119802.12,29950.54,2022-11-15
1229,2021,05월,3,롯데백화점 주변 상권,f,여성,5,야간,3017056000,괴정동,58708.9,8386.99,2022-11-15
1230,2021,05월,3,롯데백화점 주변 상권,m,남성,5,야간,3017056000,괴정동,82221.49,11745.93,2022-11-15
1231,2021,05월,4,갤러리아백화점 주변 상권,f,여성,1,출근,3017064000,둔산2동,53384.54,26692.27,2022-11-15
1232,2021,05월,4,갤러리아백화점 주변 상권,m,남성,1,출근,3017064000,둔산2동,55029.43,27514.72,2022-11-15
1233,2021,05월,4,갤러리아백화점 주변 상권,f,여성,2,주간,3017064000,둔산2동,806560.58,89617.84,2022-11-15
1234,2021,05월,4,갤러리아백화점 주변 상권,m,남성,2,주간,3017064000,둔산2동,629168.2,69907.58,2022-11-15
1235,2021,05월,4,갤러리아백화점 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,161274.92,80637.46,2022-11-15
1236,2021,05월,4,갤러리아백화점 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,139511.21,69755.61,2022-11-15
1237,2021,05월,4,갤러리아백화점 주변 상권,f,여성,4,저녁,3017064000,둔산2동,193187.75,48296.95,2022-11-15
1238,2021,05월,4,갤러리아백화점 주변 상권,m,남성,4,저녁,3017064000,둔산2동,205976.65,51494.17,2022-11-15
1239,2021,05월,4,갤러리아백화점 주변 상권,f,여성,5,야간,3017064000,둔산2동,104929.51,14989.93,2022-11-15
1240,2021,05월,4,갤러리아백화점 주변 상권,m,남성,5,야간,3017064000,둔산2동,154151.22,22021.6,2022-11-15
1241,2021,05월,5,이마트 둔산점 주변 상권,f,여성,1,출근,3017058700,월평2동,17416.26,8708.13,2022-11-15
1242,2021,05월,5,이마트 둔산점 주변 상권,m,남성,1,출근,3017058700,월평2동,17021.08,8510.54,2022-11-15
1243,2021,05월,5,이마트 둔산점 주변 상권,f,여성,2,주간,3017058700,월평2동,153902.06,17100.23,2022-11-15
1244,2021,05월,5,이마트 둔산점 주변 상권,m,남성,2,주간,3017058700,월평2동,140259.23,15584.36,2022-11-15
1245,2021,05월,5,이마트 둔산점 주변 상권,f,여성,3,퇴근,3017058700,월평2동,35457.25,17728.63,2022-11-15
1246,2021,05월,5,이마트 둔산점 주변 상권,m,남성,3,퇴근,3017058700,월평2동,35069.95,17534.98,2022-11-15
1247,2021,05월,5,이마트 둔산점 주변 상권,f,여성,4,저녁,3017058700,월평2동,58115.07,14528.78,2022-11-15
1248,2021,05월,5,이마트 둔산점 주변 상권,m,남성,4,저녁,3017058700,월평2동,59266.15,14816.55,2022-11-15
1249,2021,05월,5,이마트 둔산점 주변 상권,f,여성,5,야간,3017058700,월평2동,25844.87,3692.12,2022-11-15
1250,2021,05월,5,이마트 둔산점 주변 상권,m,남성,5,야간,3017058700,월평2동,28164.96,4023.56,2022-11-15
1251,2021,05월,5,이마트 둔산점 주변 상권,f,여성,1,출근,3017064000,둔산2동,56595.18,28297.59,2022-11-15
1252,2021,05월,5,이마트 둔산점 주변 상권,m,남성,1,출근,3017064000,둔산2동,57506.04,28753.02,2022-11-15
1253,2021,05월,5,이마트 둔산점 주변 상권,f,여성,2,주간,3017064000,둔산2동,599146.95,66571.88,2022-11-15
1254,2021,05월,5,이마트 둔산점 주변 상권,m,남성,2,주간,3017064000,둔산2동,518098.2,57566.47,2022-11-15
1255,2021,05월,5,이마트 둔산점 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,113883.41,56941.71,2022-11-15
1256,2021,05월,5,이마트 둔산점 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,101046.21,50523.11,2022-11-15
1257,2021,05월,5,이마트 둔산점 주변 상권,f,여성,4,저녁,3017064000,둔산2동,142659.42,35664.86,2022-11-15
1258,2021,05월,5,이마트 둔산점 주변 상권,m,남성,4,저녁,3017064000,둔산2동,133446.78,33361.71,2022-11-15
1259,2021,05월,5,이마트 둔산점 주변 상권,f,여성,5,야간,3017064000,둔산2동,60493.12,8641.87,2022-11-15
1260,2021,05월,5,이마트 둔산점 주변 상권,m,남성,5,야간,3017064000,둔산2동,70301.95,10043.14,2022-11-15
1261,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,1,출근,3017063000,둔산1동,3218.36,1609.18,2022-11-15
1262,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,1,출근,3017063000,둔산1동,4537.36,2268.68,2022-11-15
1314,2021,05월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017055500,탄방동,72566.25,8062.92,2022-11-15
1263,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,2,주간,3017063000,둔산1동,29250.81,3250.09,2022-11-15
1264,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,2,주간,3017063000,둔산1동,37339.05,4148.78,2022-11-15
1265,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,4689.9,2344.95,2022-11-15
1266,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,5003.13,2501.57,2022-11-15
1267,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,4,저녁,3017063000,둔산1동,7402.3,1850.59,2022-11-15
1268,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,4,저녁,3017063000,둔산1동,7784.78,1946.21,2022-11-15
1269,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,5,야간,3017063000,둔산1동,4055.72,579.39,2022-11-15
1270,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,5,야간,3017063000,둔산1동,5693.28,813.33,2022-11-15
1271,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,1,출근,3017064000,둔산2동,55322.41,27661.21,2022-11-15
1272,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,1,출근,3017064000,둔산2동,57606.01,28803.01,2022-11-15
1273,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,2,주간,3017064000,둔산2동,432026.81,48002.98,2022-11-15
1274,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,2,주간,3017064000,둔산2동,388730.65,43192.29,2022-11-15
1275,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,129159.75,64579.88,2022-11-15
1276,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,115353.78,57676.89,2022-11-15
1277,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,4,저녁,3017064000,둔산2동,269829.93,67457.48,2022-11-15
1278,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,4,저녁,3017064000,둔산2동,245792.4,61448.1,2022-11-15
1279,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,5,야간,3017064000,둔산2동,77477.31,11068.19,2022-11-15
1280,2021,05월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,5,야간,3017064000,둔산2동,87090.46,12441.49,2022-11-15
1281,2021,05월,7,대주프라자 주변 상권,f,여성,1,출근,3017059600,관저1동,152014.53,76007.27,2022-11-15
1282,2021,05월,7,대주프라자 주변 상권,m,남성,1,출근,3017059600,관저1동,137716.6,68858.3,2022-11-15
1283,2021,05월,7,대주프라자 주변 상권,f,여성,2,주간,3017059600,관저1동,1093309.64,121478.85,2022-11-15
1284,2021,05월,7,대주프라자 주변 상권,m,남성,2,주간,3017059600,관저1동,904871.19,100541.24,2022-11-15
1285,2021,05월,7,대주프라자 주변 상권,f,여성,3,퇴근,3017059600,관저1동,285124.86,142562.43,2022-11-15
1286,2021,05월,7,대주프라자 주변 상권,m,남성,3,퇴근,3017059600,관저1동,256515.75,128257.88,2022-11-15
1287,2021,05월,7,대주프라자 주변 상권,f,여성,4,저녁,3017059600,관저1동,559787,139946.76,2022-11-15
1288,2021,05월,7,대주프라자 주변 상권,m,남성,4,저녁,3017059600,관저1동,524274.55,131068.65,2022-11-15
1289,2021,05월,7,대주프라자 주변 상권,f,여성,5,야간,3017059600,관저1동,233585.13,33369.3,2022-11-15
1290,2021,05월,7,대주프라자 주변 상권,m,남성,5,야간,3017059600,관저1동,247384.89,35340.7,2022-11-15
1291,2021,05월,7,대주프라자 주변 상권,f,여성,1,출근,3017059700,관저2동,103893.62,51946.81,2022-11-15
1292,2021,05월,7,대주프라자 주변 상권,m,남성,1,출근,3017059700,관저2동,100310.74,50155.37,2022-11-15
1293,2021,05월,7,대주프라자 주변 상권,f,여성,2,주간,3017059700,관저2동,819554.08,91061.56,2022-11-15
1294,2021,05월,7,대주프라자 주변 상권,m,남성,2,주간,3017059700,관저2동,688769.5,76529.94,2022-11-15
1295,2021,05월,7,대주프라자 주변 상권,f,여성,3,퇴근,3017059700,관저2동,226598.84,113299.42,2022-11-15
1296,2021,05월,7,대주프라자 주변 상권,m,남성,3,퇴근,3017059700,관저2동,208792.88,104396.44,2022-11-15
1297,2021,05월,7,대주프라자 주변 상권,f,여성,4,저녁,3017059700,관저2동,442041.27,110510.33,2022-11-15
1298,2021,05월,7,대주프라자 주변 상권,m,남성,4,저녁,3017059700,관저2동,430033.45,107508.37,2022-11-15
1299,2021,05월,7,대주프라자 주변 상권,f,여성,5,야간,3017059700,관저2동,163309.86,23329.98,2022-11-15
1300,2021,05월,7,대주프라자 주변 상권,m,남성,5,야간,3017059700,관저2동,184107.51,26301.08,2022-11-15
1301,2021,05월,8,마치광장골목형상점가 주변 상권,f,여성,1,출근,3017059700,관저2동,49546.57,24773.29,2022-11-15
1302,2021,05월,8,마치광장골목형상점가 주변 상권,m,남성,1,출근,3017059700,관저2동,48623.41,24311.71,2022-11-15
1303,2021,05월,8,마치광장골목형상점가 주변 상권,f,여성,2,주간,3017059700,관저2동,480389.46,53376.6,2022-11-15
1304,2021,05월,8,마치광장골목형상점가 주변 상권,m,남성,2,주간,3017059700,관저2동,399992.19,44443.58,2022-11-15
1305,2021,05월,8,마치광장골목형상점가 주변 상권,f,여성,3,퇴근,3017059700,관저2동,134888.76,67444.38,2022-11-15
1306,2021,05월,8,마치광장골목형상점가 주변 상권,m,남성,3,퇴근,3017059700,관저2동,128964.4,64482.2,2022-11-15
1307,2021,05월,8,마치광장골목형상점가 주변 상권,f,여성,4,저녁,3017059700,관저2동,227247.9,56811.98,2022-11-15
1308,2021,05월,8,마치광장골목형상점가 주변 상권,m,남성,4,저녁,3017059700,관저2동,239562.16,59890.54,2022-11-15
1309,2021,05월,8,마치광장골목형상점가 주변 상권,f,여성,5,야간,3017059700,관저2동,83780.35,11968.62,2022-11-15
1310,2021,05월,8,마치광장골목형상점가 주변 상권,m,남성,5,야간,3017059700,관저2동,100206.79,14315.26,2022-11-15
1311,2021,05월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017055500,탄방동,9031.1,4515.55,2022-11-15
1312,2021,05월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017055500,탄방동,11268.25,5634.13,2022-11-15
1313,2021,05월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017055500,탄방동,63924.11,7102.68,2022-11-15
1315,2021,05월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017055500,탄방동,18336.02,9168.01,2022-11-15
1316,2021,05월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017055500,탄방동,21285.57,10642.79,2022-11-15
1317,2021,05월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017055500,탄방동,39294.46,9823.63,2022-11-15
1318,2021,05월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017055500,탄방동,45024.37,11256.1,2022-11-15
1319,2021,05월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017055500,탄방동,17954.09,2564.87,2022-11-15
1320,2021,05월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017055500,탄방동,22080.13,3154.3,2022-11-15
1321,2021,05월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017066000,둔산3동,20656.55,10328.28,2022-11-15
1322,2021,05월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017066000,둔산3동,18797.13,9398.57,2022-11-15
1323,2021,05월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017066000,둔산3동,149827.46,16647.5,2022-11-15
1324,2021,05월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017066000,둔산3동,127953.61,14217.07,2022-11-15
1325,2021,05월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017066000,둔산3동,42547.09,21273.55,2022-11-15
1326,2021,05월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017066000,둔산3동,40450.64,20225.32,2022-11-15
1327,2021,05월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017066000,둔산3동,88225.78,22056.46,2022-11-15
1328,2021,05월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017066000,둔산3동,83872.68,20968.18,2022-11-15
1329,2021,05월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017066000,둔산3동,38304.57,5472.08,2022-11-15
1330,2021,05월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017066000,둔산3동,41904.65,5986.37,2022-11-15
1331,2021,05월,10,도마큰시장 주변 상권,f,여성,1,출근,3017052000,도마1동,17388.67,8694.34,2022-11-15
1332,2021,05월,10,도마큰시장 주변 상권,m,남성,1,출근,3017052000,도마1동,21880.37,10940.19,2022-11-15
1333,2021,05월,10,도마큰시장 주변 상권,f,여성,2,주간,3017052000,도마1동,213523.01,23724.78,2022-11-15
1334,2021,05월,10,도마큰시장 주변 상권,m,남성,2,주간,3017052000,도마1동,192888.38,21432.04,2022-11-15
1335,2021,05월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017052000,도마1동,34900.31,17450.16,2022-11-15
1336,2021,05월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017052000,도마1동,36989.24,18494.62,2022-11-15
1337,2021,05월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017052000,도마1동,46705.44,11676.37,2022-11-15
1338,2021,05월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017052000,도마1동,52267.94,13067,2022-11-15
1339,2021,05월,10,도마큰시장 주변 상권,f,여성,5,야간,3017052000,도마1동,19466.74,2780.96,2022-11-15
1340,2021,05월,10,도마큰시장 주변 상권,m,남성,5,야간,3017052000,도마1동,29415.13,4202.16,2022-11-15
1341,2021,05월,10,도마큰시장 주변 상권,f,여성,1,출근,3017053000,도마2동,688.68,344.34,2022-11-15
1342,2021,05월,10,도마큰시장 주변 상권,m,남성,1,출근,3017053000,도마2동,882.9,441.45,2022-11-15
1343,2021,05월,10,도마큰시장 주변 상권,f,여성,2,주간,3017053000,도마2동,9548.86,1060.99,2022-11-15
1344,2021,05월,10,도마큰시장 주변 상권,m,남성,2,주간,3017053000,도마2동,8828.46,980.94,2022-11-15
1345,2021,05월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017053000,도마2동,1457.82,728.91,2022-11-15
1346,2021,05월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017053000,도마2동,1654.93,827.47,2022-11-15
1347,2021,05월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017053000,도마2동,1708.37,427.11,2022-11-15
1348,2021,05월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017053000,도마2동,2068.98,517.26,2022-11-15
1349,2021,05월,10,도마큰시장 주변 상권,f,여성,5,야간,3017053000,도마2동,752.33,107.47,2022-11-15
1350,2021,05월,10,도마큰시장 주변 상권,m,남성,5,야간,3017053000,도마2동,1196.1,170.87,2022-11-15
1351,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058600,월평1동,25868.15,12934.08,2022-11-15
1352,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058600,월평1동,36049.65,18024.83,2022-11-15
1353,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058600,월평1동,194211.7,21579.08,2022-11-15
1354,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058600,월평1동,255237.19,28359.69,2022-11-15
1355,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058600,월평1동,56489.09,28244.55,2022-11-15
1356,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058600,월평1동,77392.33,38696.17,2022-11-15
1357,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,4,저녁,3017058600,월평1동,108840.77,27210.2,2022-11-15
1358,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058600,월평1동,153661.69,38415.43,2022-11-15
1359,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058600,월평1동,63098.31,9014.04,2022-11-15
1360,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058600,월평1동,102248.36,14606.91,2022-11-15
1361,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058800,월평3동,5178.82,2589.41,2022-11-15
1362,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058800,월평3동,5874.46,2937.23,2022-11-15
1363,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058800,월평3동,36604.68,4067.19,2022-11-15
1364,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058800,월평3동,38442.34,4271.37,2022-11-15
1365,2021,05월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058800,월평3동,10308.34,5154.17,2022-11-15
1366,2021,05월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058800,월평3동,11388.83,5694.42,2022-11-15
