순번,기준년,기준월,상권코드,상권명,성별코드,성별,시간대코드,시간대,행정동코드,행정동명,유동인구수,시간당 평균 유동인구수,데이터생성일자
1520,2021,06월,3,롯데백화점 주변 상권,m,남성,5,야간,3017056000,괴정동,74140.51,10591.5,2022-11-15
1521,2021,06월,4,갤러리아백화점 주변 상권,f,여성,1,출근,3017064000,둔산2동,54146.07,27073.04,2022-11-15
1522,2021,06월,4,갤러리아백화점 주변 상권,m,남성,1,출근,3017064000,둔산2동,56812.87,28406.44,2022-11-15
1523,2021,06월,4,갤러리아백화점 주변 상권,f,여성,2,주간,3017064000,둔산2동,827684.68,91964.96,2022-11-15
1524,2021,06월,4,갤러리아백화점 주변 상권,m,남성,2,주간,3017064000,둔산2동,646190.88,71798.98,2022-11-15
1525,2021,06월,4,갤러리아백화점 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,161984.73,80992.37,2022-11-15
1526,2021,06월,4,갤러리아백화점 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,142817.77,71408.89,2022-11-15
1527,2021,06월,4,갤러리아백화점 주변 상권,f,여성,4,저녁,3017064000,둔산2동,186543.41,46635.86,2022-11-15
1528,2021,06월,4,갤러리아백화점 주변 상권,m,남성,4,저녁,3017064000,둔산2동,197590.88,49397.72,2022-11-15
1529,2021,06월,4,갤러리아백화점 주변 상권,f,여성,5,야간,3017064000,둔산2동,85320.13,12188.59,2022-11-15
1530,2021,06월,4,갤러리아백화점 주변 상권,m,남성,5,야간,3017064000,둔산2동,132710.21,18958.6,2022-11-15
1531,2021,06월,5,이마트 둔산점 주변 상권,f,여성,1,출근,3017058700,월평2동,18495.14,9247.57,2022-11-15
1532,2021,06월,5,이마트 둔산점 주변 상권,m,남성,1,출근,3017058700,월평2동,17353.62,8676.81,2022-11-15
1533,2021,06월,5,이마트 둔산점 주변 상권,f,여성,2,주간,3017058700,월평2동,160477,17830.78,2022-11-15
1534,2021,06월,5,이마트 둔산점 주변 상권,m,남성,2,주간,3017058700,월평2동,143190.31,15910.03,2022-11-15
1535,2021,06월,5,이마트 둔산점 주변 상권,f,여성,3,퇴근,3017058700,월평2동,35686.93,17843.47,2022-11-15
1536,2021,06월,5,이마트 둔산점 주변 상권,m,남성,3,퇴근,3017058700,월평2동,35070.73,17535.37,2022-11-15
1537,2021,06월,5,이마트 둔산점 주변 상권,f,여성,4,저녁,3017058700,월평2동,58038.7,14509.69,2022-11-15
1538,2021,06월,5,이마트 둔산점 주변 상권,m,남성,4,저녁,3017058700,월평2동,57369.62,14342.42,2022-11-15
1539,2021,06월,5,이마트 둔산점 주변 상권,f,여성,5,야간,3017058700,월평2동,25300.68,3614.38,2022-11-15
1540,2021,06월,5,이마트 둔산점 주변 상권,m,남성,5,야간,3017058700,월평2동,24883.63,3554.8,2022-11-15
1541,2021,06월,5,이마트 둔산점 주변 상권,f,여성,1,출근,3017064000,둔산2동,58804.06,29402.03,2022-11-15
1542,2021,06월,5,이마트 둔산점 주변 상권,m,남성,1,출근,3017064000,둔산2동,61162.16,30581.08,2022-11-15
1543,2021,06월,5,이마트 둔산점 주변 상권,f,여성,2,주간,3017064000,둔산2동,625742.32,69526.93,2022-11-15
1544,2021,06월,5,이마트 둔산점 주변 상권,m,남성,2,주간,3017064000,둔산2동,541089.07,60121.01,2022-11-15
1545,2021,06월,5,이마트 둔산점 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,114029,57014.5,2022-11-15
1546,2021,06월,5,이마트 둔산점 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,102645.28,51322.64,2022-11-15
1547,2021,06월,5,이마트 둔산점 주변 상권,f,여성,4,저녁,3017064000,둔산2동,140761.49,35190.39,2022-11-15
1548,2021,06월,5,이마트 둔산점 주변 상권,m,남성,4,저녁,3017064000,둔산2동,133834.11,33458.54,2022-11-15
1549,2021,06월,5,이마트 둔산점 주변 상권,f,여성,5,야간,3017064000,둔산2동,57087.12,8155.3,2022-11-15
1550,2021,06월,5,이마트 둔산점 주변 상권,m,남성,5,야간,3017064000,둔산2동,68592.69,9798.95,2022-11-15
1551,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,1,출근,3017063000,둔산1동,3664.67,1832.34,2022-11-15
1552,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,1,출근,3017063000,둔산1동,5167.92,2583.96,2022-11-15
1553,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,2,주간,3017063000,둔산1동,32552.96,3617,2022-11-15
1554,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,2,주간,3017063000,둔산1동,40488.73,4498.74,2022-11-15
1555,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,4997.1,2498.55,2022-11-15
1556,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,5172.59,2586.3,2022-11-15
1557,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,4,저녁,3017063000,둔산1동,7876.08,1969.03,2022-11-15
1558,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,4,저녁,3017063000,둔산1동,8199.32,2049.84,2022-11-15
1559,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,5,야간,3017063000,둔산1동,5194.68,742.1,2022-11-15
1560,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,5,야간,3017063000,둔산1동,6881.15,983.02,2022-11-15
1561,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,1,출근,3017064000,둔산2동,56571.14,28285.57,2022-11-15
1562,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,1,출근,3017064000,둔산2동,58621.23,29310.62,2022-11-15
1563,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,2,주간,3017064000,둔산2동,435456.78,48384.09,2022-11-15
1564,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,2,주간,3017064000,둔산2동,383048.4,42560.94,2022-11-15
1565,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,127806.32,63903.16,2022-11-15
1566,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,112799.46,56399.73,2022-11-15
1567,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,4,저녁,3017064000,둔산2동,262485.41,65621.35,2022-11-15
1568,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,4,저녁,3017064000,둔산2동,239918.97,59979.75,2022-11-15
1569,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,f,여성,5,야간,3017064000,둔산2동,64373.86,9196.27,2022-11-15
1570,2021,06월,6,사학연금회관 뒤편(토요코인호텔) 주변 상권,m,남성,5,야간,3017064000,둔산2동,78542.06,11220.3,2022-11-15
1571,2021,06월,7,대주프라자 주변 상권,f,여성,1,출근,3017059600,관저1동,154078.71,77039.36,2022-11-15
1572,2021,06월,7,대주프라자 주변 상권,m,남성,1,출근,3017059600,관저1동,132850.8,66425.4,2022-11-15
1573,2021,06월,7,대주프라자 주변 상권,f,여성,2,주간,3017059600,관저1동,1084865.76,120540.64,2022-11-15
1574,2021,06월,7,대주프라자 주변 상권,m,남성,2,주간,3017059600,관저1동,863993.47,95999.27,2022-11-15
1575,2021,06월,7,대주프라자 주변 상권,f,여성,3,퇴근,3017059600,관저1동,280797.13,140398.57,2022-11-15
1576,2021,06월,7,대주프라자 주변 상권,m,남성,3,퇴근,3017059600,관저1동,247578.71,123789.36,2022-11-15
1577,2021,06월,7,대주프라자 주변 상권,f,여성,4,저녁,3017059600,관저1동,550825.77,137706.45,2022-11-15
1578,2021,06월,7,대주프라자 주변 상권,m,남성,4,저녁,3017059600,관저1동,509517.11,127379.28,2022-11-15
1579,2021,06월,7,대주프라자 주변 상권,f,여성,5,야간,3017059600,관저1동,217792.67,31113.24,2022-11-15
1580,2021,06월,7,대주프라자 주변 상권,m,남성,5,야간,3017059600,관저1동,221864.67,31694.95,2022-11-15
1581,2021,06월,7,대주프라자 주변 상권,f,여성,1,출근,3017059700,관저2동,102927.92,51463.96,2022-11-15
1582,2021,06월,7,대주프라자 주변 상권,m,남성,1,출근,3017059700,관저2동,94043.59,47021.8,2022-11-15
1583,2021,06월,7,대주프라자 주변 상권,f,여성,2,주간,3017059700,관저2동,803920.8,89324.54,2022-11-15
1584,2021,06월,7,대주프라자 주변 상권,m,남성,2,주간,3017059700,관저2동,649637.88,72181.99,2022-11-15
1585,2021,06월,7,대주프라자 주변 상권,f,여성,3,퇴근,3017059700,관저2동,220295.78,110147.89,2022-11-15
1586,2021,06월,7,대주프라자 주변 상권,m,남성,3,퇴근,3017059700,관저2동,199594.67,99797.34,2022-11-15
1587,2021,06월,7,대주프라자 주변 상권,f,여성,4,저녁,3017059700,관저2동,430200.4,107550.11,2022-11-15
1588,2021,06월,7,대주프라자 주변 상권,m,남성,4,저녁,3017059700,관저2동,414599.74,103649.95,2022-11-15
1589,2021,06월,7,대주프라자 주변 상권,f,여성,5,야간,3017059700,관저2동,144041.78,20577.4,2022-11-15
1590,2021,06월,7,대주프라자 주변 상권,m,남성,5,야간,3017059700,관저2동,155927.97,22275.43,2022-11-15
1591,2021,06월,8,마치광장골목형상점가 주변 상권,f,여성,1,출근,3017059700,관저2동,50499.22,25249.61,2022-11-15
2360,2021,09월,2,한민시장 주변 상권,m,남성,5,야간,3017057500,내동,9321.24,1331.61,2022-11-15
1592,2021,06월,8,마치광장골목형상점가 주변 상권,m,남성,1,출근,3017059700,관저2동,47420.79,23710.4,2022-11-15
1593,2021,06월,8,마치광장골목형상점가 주변 상권,f,여성,2,주간,3017059700,관저2동,490443.3,54493.71,2022-11-15
1594,2021,06월,8,마치광장골목형상점가 주변 상권,m,남성,2,주간,3017059700,관저2동,392949.73,43661.08,2022-11-15
1595,2021,06월,8,마치광장골목형상점가 주변 상권,f,여성,3,퇴근,3017059700,관저2동,136965.66,68482.83,2022-11-15
1596,2021,06월,8,마치광장골목형상점가 주변 상권,m,남성,3,퇴근,3017059700,관저2동,127814.55,63907.28,2022-11-15
1597,2021,06월,8,마치광장골목형상점가 주변 상권,f,여성,4,저녁,3017059700,관저2동,231818.07,57954.53,2022-11-15
1598,2021,06월,8,마치광장골목형상점가 주변 상권,m,남성,4,저녁,3017059700,관저2동,241253.83,60313.46,2022-11-15
1599,2021,06월,8,마치광장골목형상점가 주변 상권,f,여성,5,야간,3017059700,관저2동,78721.79,11245.97,2022-11-15
1600,2021,06월,8,마치광장골목형상점가 주변 상권,m,남성,5,야간,3017059700,관저2동,90177.64,12882.52,2022-11-15
1601,2021,06월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017055500,탄방동,9044.01,4522.01,2022-11-15
1602,2021,06월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017055500,탄방동,11000.77,5500.39,2022-11-15
1603,2021,06월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017055500,탄방동,61025.9,6780.66,2022-11-15
1604,2021,06월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017055500,탄방동,67760.29,7528.92,2022-11-15
1605,2021,06월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017055500,탄방동,17621.98,8810.99,2022-11-15
1606,2021,06월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017055500,탄방동,19938.6,9969.3,2022-11-15
1607,2021,06월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017055500,탄방동,37307.67,9326.93,2022-11-15
1608,2021,06월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017055500,탄방동,43391.94,10848,2022-11-15
1609,2021,06월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017055500,탄방동,17838.37,2548.33,2022-11-15
1610,2021,06월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017055500,탄방동,21137.97,3019.71,2022-11-15
1611,2021,06월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017066000,둔산3동,20313.7,10156.85,2022-11-15
1612,2021,06월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017066000,둔산3동,17613.12,8806.56,2022-11-15
1613,2021,06월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017066000,둔산3동,146316.36,16257.38,2022-11-15
1614,2021,06월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017066000,둔산3동,119735.59,13303.96,2022-11-15
1615,2021,06월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017066000,둔산3동,41779.42,20889.71,2022-11-15
1616,2021,06월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017066000,둔산3동,38841.88,19420.94,2022-11-15
1617,2021,06월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017066000,둔산3동,87573.54,21893.4,2022-11-15
1618,2021,06월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017066000,둔산3동,83179.95,20795,2022-11-15
1619,2021,06월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017066000,둔산3동,34958.58,4994.09,2022-11-15
1620,2021,06월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017066000,둔산3동,36540.62,5220.09,2022-11-15
1621,2021,06월,10,도마큰시장 주변 상권,f,여성,1,출근,3017052000,도마1동,17693.99,8847,2022-11-15
1622,2021,06월,10,도마큰시장 주변 상권,m,남성,1,출근,3017052000,도마1동,21410.63,10705.32,2022-11-15
1623,2021,06월,10,도마큰시장 주변 상권,f,여성,2,주간,3017052000,도마1동,213813.44,23757.05,2022-11-15
1624,2021,06월,10,도마큰시장 주변 상권,m,남성,2,주간,3017052000,도마1동,188057.53,20895.28,2022-11-15
1625,2021,06월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017052000,도마1동,34179.68,17089.84,2022-11-15
1626,2021,06월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017052000,도마1동,35890.69,17945.35,2022-11-15
1627,2021,06월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017052000,도마1동,46007.25,11501.83,2022-11-15
1628,2021,06월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017052000,도마1동,51088.1,12772.04,2022-11-15
1629,2021,06월,10,도마큰시장 주변 상권,f,여성,5,야간,3017052000,도마1동,17968.68,2566.95,2022-11-15
1630,2021,06월,10,도마큰시장 주변 상권,m,남성,5,야간,3017052000,도마1동,24817.53,3545.36,2022-11-15
1631,2021,06월,10,도마큰시장 주변 상권,f,여성,1,출근,3017053000,도마2동,722.28,361.14,2022-11-15
1632,2021,06월,10,도마큰시장 주변 상권,m,남성,1,출근,3017053000,도마2동,892.99,446.5,2022-11-15
1633,2021,06월,10,도마큰시장 주변 상권,f,여성,2,주간,3017053000,도마2동,9577.43,1064.16,2022-11-15
1634,2021,06월,10,도마큰시장 주변 상권,m,남성,2,주간,3017053000,도마2동,8776.55,975.17,2022-11-15
1635,2021,06월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017053000,도마2동,1432.08,716.04,2022-11-15
1636,2021,06월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017053000,도마2동,1609.06,804.53,2022-11-15
1637,2021,06월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017053000,도마2동,1666.77,416.71,2022-11-15
1638,2021,06월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017053000,도마2동,2025.15,506.3,2022-11-15
1639,2021,06월,10,도마큰시장 주변 상권,f,여성,5,야간,3017053000,도마2동,635.47,90.78,2022-11-15
1640,2021,06월,10,도마큰시장 주변 상권,m,남성,5,야간,3017053000,도마2동,1017.92,145.42,2022-11-15
1641,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058600,월평1동,25358.89,12679.45,2022-11-15
1642,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058600,월평1동,34451.08,17225.54,2022-11-15
1643,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058600,월평1동,186099.29,20677.7,2022-11-15
1644,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058600,월평1동,243579.82,27064.42,2022-11-15
1645,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058600,월평1동,54273.85,27136.93,2022-11-15
1646,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058600,월평1동,74569.16,37284.58,2022-11-15
1647,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,4,저녁,3017058600,월평1동,106369.51,26592.39,2022-11-15
1648,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058600,월평1동,148823.29,37205.83,2022-11-15
1649,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058600,월평1동,59627.51,8518.21,2022-11-15
1650,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058600,월평1동,92890.22,13270.03,2022-11-15
1651,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058800,월평3동,5050.97,2525.49,2022-11-15
1652,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058800,월평3동,5788.92,2894.46,2022-11-15
1653,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058800,월평3동,35603.85,3955.98,2022-11-15
1654,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058800,월평3동,36628.3,4069.81,2022-11-15
1655,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058800,월평3동,10164.93,5082.47,2022-11-15
1656,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058800,월평3동,11015.73,5507.87,2022-11-15
1657,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,4,저녁,3017058800,월평3동,20206.62,5051.67,2022-11-15
1658,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058800,월평3동,22306.66,5576.67,2022-11-15
1659,2021,06월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058800,월평3동,7915.6,1130.8,2022-11-15
1660,2021,06월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058800,월평3동,10842.9,1548.99,2022-11-15
1661,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017055500,탄방동,46208.18,23104.09,2022-11-15
1662,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017055500,탄방동,42602.41,21301.21,2022-11-15
1663,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017055500,탄방동,437543.76,48615.97,2022-11-15
1664,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017055500,탄방동,367217.89,40801.99,2022-11-15
1665,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017055500,탄방동,114742.89,57371.45,2022-11-15
1666,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017055500,탄방동,105278.43,52639.22,2022-11-15
1667,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017055500,탄방동,184027.04,46006.77,2022-11-15
1668,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017055500,탄방동,176423.73,44105.94,2022-11-15
1669,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017055500,탄방동,75095.01,10727.86,2022-11-15
1670,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017055500,탄방동,79012.39,11287.48,2022-11-15
1671,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017063000,둔산1동,16383.5,8191.75,2022-11-15
1672,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017063000,둔산1동,16828.96,8414.48,2022-11-15
1673,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017063000,둔산1동,175982.83,19553.65,2022-11-15
1674,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017063000,둔산1동,158833.29,17648.15,2022-11-15
1675,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,43062.86,21531.43,2022-11-15
1676,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,44394.11,22197.06,2022-11-15
1677,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017063000,둔산1동,58434.06,14608.53,2022-11-15
1678,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017063000,둔산1동,67127.98,16782.01,2022-11-15
1679,2021,06월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017063000,둔산1동,28368.96,4052.71,2022-11-15
1680,2021,06월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017063000,둔산1동,32828.97,4689.85,2022-11-15
1681,2021,06월,13,대전시청역 주변 상권,f,여성,1,출근,3017055500,탄방동,3988.04,1994.02,2022-11-15
1682,2021,06월,13,대전시청역 주변 상권,m,남성,1,출근,3017055500,탄방동,4866.81,2433.41,2022-11-15
1683,2021,06월,13,대전시청역 주변 상권,f,여성,2,주간,3017055500,탄방동,48923.03,5435.89,2022-11-15
1684,2021,06월,13,대전시청역 주변 상권,m,남성,2,주간,3017055500,탄방동,46349.14,5149.91,2022-11-15
1685,2021,06월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017055500,탄방동,10974.4,5487.2,2022-11-15
1686,2021,06월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017055500,탄방동,11422.71,5711.36,2022-11-15
1687,2021,06월,13,대전시청역 주변 상권,f,여성,4,저녁,3017055500,탄방동,13595.77,3398.95,2022-11-15
1688,2021,06월,13,대전시청역 주변 상권,m,남성,4,저녁,3017055500,탄방동,15767.88,3941.99,2022-11-15
1689,2021,06월,13,대전시청역 주변 상권,f,여성,5,야간,3017055500,탄방동,5645.84,806.55,2022-11-15
1690,2021,06월,13,대전시청역 주변 상권,m,남성,5,야간,3017055500,탄방동,7360.93,1051.56,2022-11-15
1691,2021,06월,13,대전시청역 주변 상권,f,여성,1,출근,3017063000,둔산1동,61161.43,30580.72,2022-11-15
1692,2021,06월,13,대전시청역 주변 상권,m,남성,1,출근,3017063000,둔산1동,77427.97,38713.99,2022-11-15
1693,2021,06월,13,대전시청역 주변 상권,f,여성,2,주간,3017063000,둔산1동,772427.48,85825.27,2022-11-15
1694,2021,06월,13,대전시청역 주변 상권,m,남성,2,주간,3017063000,둔산1동,746639.78,82959.98,2022-11-15
1695,2021,06월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,167126.94,83563.47,2022-11-15
1696,2021,06월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,177094.58,88547.29,2022-11-15
1697,2021,06월,13,대전시청역 주변 상권,f,여성,4,저녁,3017063000,둔산1동,199383.39,49845.85,2022-11-15
1698,2021,06월,13,대전시청역 주변 상권,m,남성,4,저녁,3017063000,둔산1동,238285.02,59571.27,2022-11-15
1699,2021,06월,13,대전시청역 주변 상권,f,여성,5,야간,3017063000,둔산1동,65894.72,9413.53,2022-11-15
1700,2021,06월,13,대전시청역 주변 상권,m,남성,5,야간,3017063000,둔산1동,102950.03,14707.15,2022-11-15
1701,2021,06월,13,대전시청역 주변 상권,f,여성,1,출근,3017064000,둔산2동,425.19,212.6,2022-11-15
1702,2021,06월,13,대전시청역 주변 상권,m,남성,1,출근,3017064000,둔산2동,727.21,363.61,2022-11-15
1703,2021,06월,13,대전시청역 주변 상권,f,여성,2,주간,3017064000,둔산2동,5252.66,583.63,2022-11-15
1704,2021,06월,13,대전시청역 주변 상권,m,남성,2,주간,3017064000,둔산2동,6102.36,678.04,2022-11-15
1705,2021,06월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,860.68,430.34,2022-11-15
1706,2021,06월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,1032.4,516.2,2022-11-15
1707,2021,06월,13,대전시청역 주변 상권,f,여성,4,저녁,3017064000,둔산2동,821.48,205.38,2022-11-15
1708,2021,06월,13,대전시청역 주변 상권,m,남성,4,저녁,3017064000,둔산2동,1187.07,296.78,2022-11-15
1709,2021,06월,13,대전시청역 주변 상권,f,여성,5,야간,3017064000,둔산2동,301.27,43.04,2022-11-15
1710,2021,06월,13,대전시청역 주변 상권,m,남성,5,야간,3017064000,둔산2동,605.68,86.52,2022-11-15
1711,2021,06월,14,서구 보건소 주변 상권,f,여성,1,출근,3017058700,월평2동,379.34,189.67,2022-11-15
1712,2021,06월,14,서구 보건소 주변 상권,m,남성,1,출근,3017058700,월평2동,441.59,220.8,2022-11-15
1713,2021,06월,14,서구 보건소 주변 상권,f,여성,2,주간,3017058700,월평2동,2875.09,319.46,2022-11-15
1714,2021,06월,14,서구 보건소 주변 상권,m,남성,2,주간,3017058700,월평2동,2988.32,332.03,2022-11-15
1715,2021,06월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017058700,월평2동,755.79,377.9,2022-11-15
1716,2021,06월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017058700,월평2동,814.61,407.31,2022-11-15
1717,2021,06월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017058700,월평2동,1209.96,302.5,2022-11-15
1718,2021,06월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017058700,월평2동,1281.09,320.29,2022-11-15
1719,2021,06월,14,서구 보건소 주변 상권,f,여성,5,야간,3017058700,월평2동,427.4,61.06,2022-11-15
1720,2021,06월,14,서구 보건소 주변 상권,m,남성,5,야간,3017058700,월평2동,542.34,77.48,2022-11-15
1721,2021,06월,14,서구 보건소 주변 상권,f,여성,1,출근,3017064000,둔산2동,1132.36,566.18,2022-11-15
1722,2021,06월,14,서구 보건소 주변 상권,m,남성,1,출근,3017064000,둔산2동,1399.71,699.86,2022-11-15
1723,2021,06월,14,서구 보건소 주변 상권,f,여성,2,주간,3017064000,둔산2동,10035.13,1115.01,2022-11-15
1724,2021,06월,14,서구 보건소 주변 상권,m,남성,2,주간,3017064000,둔산2동,10639.92,1182.22,2022-11-15
1725,2021,06월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,2460.02,1230.01,2022-11-15
1726,2021,06월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,2673.88,1336.94,2022-11-15
1727,2021,06월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017064000,둔산2동,3627.54,906.9,2022-11-15
1728,2021,06월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017064000,둔산2동,3906.73,976.69,2022-11-15
1729,2021,06월,14,서구 보건소 주변 상권,f,여성,5,야간,3017064000,둔산2동,1059.34,151.33,2022-11-15
1730,2021,06월,14,서구 보건소 주변 상권,m,남성,5,야간,3017064000,둔산2동,1347.2,192.46,2022-11-15
1731,2021,06월,14,서구 보건소 주변 상권,f,여성,1,출근,3017065000,만년동,32869.63,16434.82,2022-11-15
1732,2021,06월,14,서구 보건소 주변 상권,m,남성,1,출근,3017065000,만년동,48270.87,24135.44,2022-11-15
1733,2021,06월,14,서구 보건소 주변 상권,f,여성,2,주간,3017065000,만년동,322904.53,35878.28,2022-11-15
1734,2021,06월,14,서구 보건소 주변 상권,m,남성,2,주간,3017065000,만년동,385664.54,42851.62,2022-11-15
